CET,MeanTemperatureC,MeanDewPointC, MeanHumidity, MeanSeaLevelPressure, MeanWindSpeed,Precipitation, Events,WindDir
4/4/2012,10,9,94,1006,5,0,Rain,359
4/5/2012,11,7,86,1006,11,0,Rain,193
4/6/2012,7,3,76,1008,13,0,Rain,206
4/7/2012,7,3,73,1012,14,0,,228
4/8/2012,10,3,65,1017,6,0,,166
4/9/2012,12,3,55,1013,6,0,,255
4/10/2012,14,6,56,1006,16,0.51,Rain-Thunderstorm,231
4/11/2012,12,2,50,1010,19,0,,274
4/12/2012,12,6,65,1005,8,0,Rain,116
4/13/2012,10,0,51,1008,13,0,,341
4/14/2012,11,3,67,1005,26,0.51,Rain-Thunderstorm,279
4/15/2012,8,0,57,1010,18,0,,354
4/16/2012,9,-4,43,1019,31,0,,2
4/17/2012,10,-2,41,1017,11,0,,278
4/18/2012,11,2,54,1009,24,0,Rain,269
4/19/2012,12,4,62,1004,26,0,Rain,256
4/20/2012,14,4,54,1009,24,0,,254
4/21/2012,13,6,58,1014,16,0.25,,244
4/22/2012,13,3,48,1015,18,0,,243
4/23/2012,12,3,52,1014,13,0,,249
4/24/2012,12,-1,39,1014,26,0,,275
4/25/2012,13,3,50,1008,16,0,,202
4/26/2012,13,8,75,1008,19,0.25,Rain,228
4/27/2012,14,9,78,1010,10,4.06,Rain,214
4/28/2012,10,7,81,1007,13,3.05,Rain,237
4/29/2012,9,5,81,1010,14,3.05,Rain-Thunderstorm,192
4/30/2012,10,4,76,1012,11,1.02,Rain,231
5/1/2012,9,4,72,1015,8,0,,192
5/2/2012,11,4,63,1015,6,0,,247
5/3/2012,12,7,73,1013,8,2.03,Rain,209
5/4/2012,12,9,84,1010,14,4.06,Rain-Thunderstorm,201
5/5/2012,12,8,79,1010,14,0,Rain,190
5/6/2012,13,8,74,1014,6,0,Fog,225
5/7/2012,13,8,67,1019,8,0,,235
5/8/2012,18,11,65,1019,13,0,,205
5/9/2012,18,9,58,1019,8,0,,207
5/10/2012,21,9,49,1021,8,0,,319
5/11/2012,23,10,44,1025,6,0,Rain,331
5/12/2012,24,11,48,1025,6,0,Rain,350
5/13/2012,23,9,43,1021,10,0,,308
5/14/2012,22,7,38,1016,13,0,,305
5/15/2012,21,4,34,1017,13,0,,26
5/16/2012,20,3,35,1019,8,0,,10
5/17/2012,22,9,45,1014,8,0,,201
5/18/2012,21,3,32,1007,14,0,,237
5/19/2012,18,8,57,1007,19,0,Rain,234
5/20/2012,13,4,59,1009,13,0.25,Rain-Thunderstorm,274
5/21/2012,12,2,51,1015,11,0,,305
5/22/2012,16,4,46,1021,6,0,,359
5/23/2012,19,6,44,1022,8,0,,356
5/24/2012,22,3,30,1019,6,0,,354
5/25/2012,23,5,33,1014,10,0,,266
5/26/2012,20,0,28,1016,16,0,,216
5/27/2012,19,1,31,1017,6,0,,314
5/28/2012,22,1,23,1015,8,0,,311
5/29/2012,22,4,32,1015,10,0,,252
5/30/2012,23,2,28,1018,6,0,,300
5/31/2012,24,3,26,1019,8,0,,35
6/1/2012,25,3,24,1016,8,0,,109
6/2/2012,23,8,36,1014,11,0,,266
6/3/2012,23,9,40,1015,14,0,,270
6/4/2012,21,6,34,1017,6,0,,327
6/5/2012,24,7,33,1016,10,0,,261
6/6/2012,24,9,37,1013,13,0,,228
6/7/2012,23,10,40,1009,19,0,,232
6/8/2012,19,4,35,1014,11,0,,259
6/9/2012,19,3,33,1018,10,0,,292
6/10/2012,23,10,41,1016,18,0,,271
6/11/2012,22,5,33,1012,24,0,,287
6/12/2012,18,3,35,1016,19,0,,302
6/13/2012,19,2,34,1017,8,0,,356
6/14/2012,22,3,28,1015,10,0,,223
6/15/2012,23,6,31,1018,16,0,,218
6/16/2012,23,4,28,1020,13,0,,246
6/17/2012,24,6,30,1017,10,0,,232
6/18/2012,23,7,32,1015,8,0,Rain-Thunderstorm,230
6/19/2012,22,14,63,1014,11,0,Rain,122
6/20/2012,22,8,51,1015,8,0,,275
6/21/2012,24,7,31,1016,14,0,,229
6/22/2012,23,3,25,1019,10,0,,290
6/23/2012,26,3,25,1021,8,0,,243
6/24/2012,27,3,21,1021,5,0,,315
6/25/2012,30,6,22,1020,10,0,,354
6/26/2012,31,6,21,1020,10,0,,252
6/27/2012,31,5,20,1017,8,0,,316
6/28/2012,29,5,20,1013,16,0,,232
6/29/2012,26,5,25,1013,18,0,,225
6/30/2012,22,3,28,1014,14,0,,240
7/1/2012,21,3,31,1018,14,0,,28
7/2/2012,21,1,29,1019,8,0,,97
7/3/2012,24,1,22,1017,8,0,,266
7/4/2012,24,5,25,1012,11,0,,279
7/5/2012,22,4,30,1011,11,0,,284
7/6/2012,22,4,29,1013,8,0,,255
7/7/2012,23,5,28,1012,13,0,,251
7/8/2012,23,4,30,1014,10,0,,272
7/9/2012,23,1,20,1014,13,0,,249
7/10/2012,22,-1,19,1015,13,0,,231
7/11/2012,22,1,22,1017,13,0,,227
7/12/2012,23,3,28,1020,10,0,,282
7/13/2012,25,1,20,1016,13,0,,230
7/14/2012,25,6,31,1015,11,0,,312
7/15/2012,23,3,28,1020,8,0,,8
7/16/2012,26,7,32,1025,13,0,,34
7/17/2012,28,3,20,1026,10,0,,17
7/18/2012,28,3,19,1022,8,0,,141
7/19/2012,28,1,16,1015,8,0,,302
7/20/2012,26,2,18,1013,10,0,,268
7/21/2012,27,8,29,1017,11,0,,12
7/22/2012,27,4,26,1019,13,0,,26
7/23/2012,26,1,19,1015,10,0,,31
7/24/2012,27,11,37,1013,10,0,,159
7/25/2012,28,9,32,1014,11,1.02,Rain,170
7/26/2012,27,13,50,1014,11,5.08,Rain-Thunderstorm,73
7/27/2012,24,14,55,1014,13,0.51,Rain-Thunderstorm,7
7/28/2012,23,12,48,1014,8,0,,307
7/29/2012,25,8,37,1016,8,0,,230
7/30/2012,26,6,30,1018,8,0,,268
7/31/2012,27,2,21,1017,13,0,,260
8/1/2012,24,-2,18,1015,14,0,,254
8/2/2012,25,2,22,1015,8,0,,276
8/3/2012,27,4,23,1016,8,0,,296
8/4/2012,25,4,23,1013,10,0,,232
8/5/2012,23,6,31,1010,11,0,,294
8/6/2012,22,7,44,1017,6,0,,345
8/7/2012,25,9,35,1020,10,0,,105
8/8/2012,27,10,34,1020,10,0,,149
8/9/2012,29,8,26,1020,8,0,,293
8/10/2012,30,5,20,1021,10,0,,338
8/11/2012,29,1,19,1018,13,0,,267
8/12/2012,26,2,20,1015,13,0,,237
8/13/2012,24,3,23,1013,6,0,,209
8/14/2012,24,5,26,1012,13,0,,226
8/15/2012,23,11,43,1015,18,0,,241
8/16/2012,24,12,46,1018,10,0,,242
8/17/2012,28,9,33,1016,6,0,,324
8/18/2012,29,7,26,1017,6,0,,237
8/19/2012,31,9,25,1020,10,0,,168
8/20/2012,29,8,26,1021,8,0,,245
8/21/2012,29,6,22,1020,8,0,,281
8/22/2012,28,5,22,1016,8,0,,289
8/23/2012,26,4,22,1013,11,0,,231
8/24/2012,23,4,27,1013,13,0,,240
8/25/2012,25,7,31,1016,10,0,,276
8/26/2012,23,3,28,1019,8,0,,343
8/27/2012,24,3,26,1018,8,0,,273
8/28/2012,23,1,21,1019,10,0,,211
8/29/2012,24,7,29,1018,10,0,,214
8/30/2012,26,4,25,1020,10,0,,16
8/31/2012,20,2,34,1025,19,0,,45
9/1/2012,18,1,31,1023,11,0,,30
9/2/2012,19,-1,25,1022,13,0,,54
9/3/2012,21,4,34,1021,16,0,,46
9/4/2012,22,7,39,1019,14,0,,33
9/5/2012,22,7,38,1017,10,0,,8
9/6/2012,23,7,35,1020,5,0,,32
9/7/2012,24,7,32,1022,6,0,,240
9/8/2012,25,8,35,1020,8,0.51,Rain-Thunderstorm,333
9/9/2012,22,10,47,1018,6,0,,244
9/10/2012,22,7,36,1017,8,0,,246
9/11/2012,22,6,36,1019,5,0,,269
9/12/2012,23,6,32,1019,6,0,,318
9/13/2012,20,7,41,1019,14,0,,25
9/14/2012,21,1,33,1018,10,0,,310
9/15/2012,23,-1,20,1016,6,0,,293
9/16/2012,22,-1,21,1015,8,0,,292
9/17/2012,23,3,24,1015,8,0,,236
9/18/2012,22,6,33,1015,8,0,,180
9/19/2012,24,10,44,1015,10,0,,18
9/20/2012,23,12,47,1017,10,0,,127
9/21/2012,23,13,52,1016,10,0,,180
9/22/2012,23,10,43,1015,6,0,,252
9/23/2012,22,10,54,1013,11,0,Rain,218
9/24/2012,18,9,57,1016,26,0,,234
9/25/2012,16,8,58,1010,23,0,,230
9/26/2012,16,7,62,1007,19,0.51,Rain,250
9/27/2012,13,7,61,1014,5,0.76,,28
9/28/2012,14,15,96,1013,10,32,Rain,1
9/29/2012,16,12,77,1013,13,3.05,Rain,39
9/30/2012,14,7,62,1020,6,0,,67
10/1/2012,15,8,66,1021,5,0,,184
10/2/2012,16,9,64,1022,5,0,,248
10/3/2012,17,9,62,1020,5,0,,254
10/4/2012,17,8,58,1018,5,0,,340
10/5/2012,18,7,53,1019,6,0,,304
10/6/2012,17,9,59,1021,6,0,,283
10/7/2012,20,12,60,1023,3,0,,187
10/8/2012,21,12,58,1021,5,0,,276
10/9/2012,20,12,59,1019,5,0,,219
10/10/2012,20,14,65,1016,8,0,,253
10/11/2012,20,13,61,1013,16,0,Rain-Thunderstorm,239
10/12/2012,17,13,77,1015,10,4.06,Rain,37
10/13/2012,16,8,61,1015,8,0,,266
10/14/2012,13,7,63,1010,11,0,Rain,233
10/15/2012,11,3,55,1013,13,0,,301
10/16/2012,12,4,63,1016,6,0,,265
10/17/2012,14,5,58,1011,8,0,,233
10/18/2012,17,8,54,1004,11,1.02,,170
10/19/2012,12,10,82,1009,10,1.02,Rain,175
10/20/2012,14,11,82,1012,5,1.02,Rain,7
10/21/2012,11,10,84,1012,5,2.03,Rain,105
10/22/2012,13,9,82,1019,3,0,Fog,8
10/23/2012,16,10,75,1020,5,0,,329
10/24/2012,14,12,86,1015,6,0.51,Rain,351
10/25/2012,14,13,88,1009,10,2.03,Rain,147
10/26/2012,14,11,82,1003,11,0,Rain,197
10/27/2012,13,8,73,1006,11,0,Rain,4
10/28/2012,8,-1,56,1017,16,0,,4
10/29/2012,6,1,68,1015,5,0,,342
10/30/2012,7,5,88,1003,8,12.95,Rain,3
10/31/2012,8,6,81,1001,10,0,,260
11/1/2012,9,7,75,1005,19,0,,227
11/2/2012,12,9,77,1013,21,0.25,,221
11/3/2012,11,11,95,1011,5,6.1,Rain,110
11/4/2012,12,12,93,1007,5,7.87,Rain,315
11/5/2012,8,2,64,1016,11,0,,283
11/6/2012,9,3,69,1022,8,0,,39
11/7/2012,7,2,74,1025,13,2.03,Rain,7
11/8/2012,10,11,98,1020,6,7.11,Rain,16
11/9/2012,13,12,93,1015,5,0.51,Rain,193
11/10/2012,11,8,85,1011,14,0.25,Rain,224
11/11/2012,8,2,63,1011,18,0,,3
11/12/2012,8,1,61,1022,10,0,,31
11/13/2012,9,1,60,1021,11,0,,1
11/14/2012,13,9,73,1018,8,0,,42
11/15/2012,12,10,84,1019,5,0,,125
11/16/2012,13,11,85,1016,3,0,,33
11/17/2012,11,11,92,1009,5,0.25,Rain,123
11/18/2012,11,8,82,1011,6,0,Fog,13
11/19/2012,9,6,81,1017,6,0,,240
11/20/2012,8,7,95,1019,5,0,Fog,352
11/21/2012,10,7,83,1019,3,0,,3
11/22/2012,9,4,76,1022,10,0,,316
11/23/2012,9,7,84,1021,5,0,,198
11/24/2012,10,8,86,1019,3,0,,13
11/25/2012,12,9,85,1019,3,0,,199
11/26/2012,10,7,78,1013,6,0.25,,191
11/27/2012,4,0,68,1009,6,0,,340
11/28/2012,3,-1,74,1008,8,0,,286
11/29/2012,6,-2,57,1012,11,0,,353
11/30/2012,6,-1,64,1006,6,0,,355
12/1/2012,3,-4,57,1011,10,0,,14
12/2/2012,2,-3,67,1023,3,0,,350
12/3/2012,4,-2,74,1028,3,0,,187
12/4/2012,7,1,68,1023,11,0,,255
12/5/2012,6,-1,57,1020,18,0,,280
12/6/2012,3,0,81,1021,5,0,,96
12/7/2012,5,4,92,1017,5,0.51,Rain,347
12/8/2012,6,1,71,1022,10,0,Fog,4
12/9/2012,4,-2,77,1026,5,0,,342
12/10/2012,2,-2,86,1022,5,0,,350
12/11/2012,3,-2,79,1020,6,0,,345
12/12/2012,3,-1,83,1016,5,0,,354
12/13/2012,3,2,88,1014,6,0.25,Rain,249
12/14/2012,10,8,87,1011,19,0.76,Fog-Rain,186
12/15/2012,12,9,84,1016,24,0.76,Rain,236
12/16/2012,11,9,86,1022,21,0,,227
12/17/2012,9,5,65,1022,18,0,Rain,250
12/18/2012,4,5,96,1024,5,0,Fog,344
12/19/2012,9,8,96,1022,5,0.51,Fog,340
12/20/2012,10,8,84,1019,11,0,,205
12/21/2012,12,9,81,1021,23,0,,227
12/22/2012,9,9,95,1026,6,0,Fog,17
12/23/2012,9,8,87,1024,6,0,,334
12/24/2012,8,4,83,1019,5,0,,347
12/25/2012,7,5,85,1014,8,0,Rain,339
12/26/2012,6,3,78,1025,5,0,,197
12/27/2012,2,1,97,1032,5,0,Fog,17
12/28/2012,6,2,89,1032,5,0,Fog,355
12/29/2012,1,1,99,1027,5,0,Fog,38
12/30/2012,2,2,98,1032,3,0,Fog,155
12/31/2012,2,2,98,1027,5,2.03,Fog-Rain,147
1/1/2013,6,4,93,1021,5,1.02,Rain,154
1/2/2013,6,2,81,1026,10,0,Fog,12
1/3/2013,7,-1,66,1034,5,0,,12
1/4/2013,4,-2,70,1038,5,0,,350
1/5/2013,4,-1,81,1034,5,0,,351
1/6/2013,3,0,85,1030,5,0,,3
1/7/2013,1,1,99,1029,5,0,Fog,2
1/8/2013,1,1,97,1030,5,0,,33
1/9/2013,2,1,89,1027,5,0,,22
1/10/2013,8,5,96,1025,3,0,Fog,342
1/11/2013,6,6,91,1024,5,0,Fog,287
1/12/2013,8,5,84,1018,11,2.03,Fog,217
1/13/2013,6,0,68,1014,21,2.03,Rain,279
1/14/2013,5,-1,63,1021,13,0,,268
1/15/2013,7,0,60,1019,19,0,,270
1/16/2013,8,4,76,1014,23,0.51,Rain,239
1/17/2013,9,4,67,1014,19,0,,265
1/18/2013,11,9,86,1008,24,0,,227
1/19/2013,8,7,84,986,26,5.08,Rain,210
1/20/2013,6,1,69,1001,19,0.25,Rain,249
1/21/2013,6,-1,62,1008,18,0.25,Rain,269
1/22/2013,2,1,83,1008,16,3.05,Rain-Snow,222
1/23/2013,3,-1,66,1013,19,0,Rain,277
1/24/2013,8,2,64,1012,23,0,Rain,280
1/25/2013,6,2,79,1016,5,0,,194
1/26/2013,10,1,63,1018,10,0,Fog,36
1/27/2013,6,3,81,1019,6,0.25,Rain,272
1/28/2013,7,0,66,1026,13,0,,184
1/29/2013,5,1,83,1030,5,0,,351
1/30/2013,7,3,83,1030,5,0,,4
1/31/2013,8,4,84,1032,5,0,,353
2/1/2013,7,5,88,1024,8,0.51,Fog-Rain,216
2/2/2013,7,1,62,1017,29,0.51,Rain,320
2/3/2013,6,-3,52,1027,24,0,,356
2/4/2013,7,0,66,1030,5,0,,195
2/5/2013,8,2,72,1025,8,0,,304
2/6/2013,8,-2,52,1018,26,0,Rain,300
2/7/2013,6,-4,48,1023,14,0,,352
2/8/2013,4,-3,58,1019,10,0,,1
2/9/2013,6,-3,55,1023,11,0,,346
2/10/2013,4,0,76,1016,13,0,Rain,247
2/11/2013,6,-3,56,1010,26,0,,281
2/12/2013,4,-3,56,1015,14,0,,270
2/13/2013,8,2,67,1021,5,0,,24
2/14/2013,8,3,73,1023,5,0,,59
2/15/2013,8,2,71,1021,5,0,,346
2/16/2013,7,3,77,1019,5,0,,18
2/17/2013,6,4,86,1014,6,0.25,Rain,280
2/18/2013,9,6,82,1012,6,0.25,Rain,172
2/19/2013,8,7,86,1011,10,0.76,Rain,134
2/20/2013,10,7,80,1013,6,0,Rain,250
2/21/2013,8,6,81,1011,14,1.02,Rain,225
2/22/2013,9,6,82,1003,14,2.03,Rain,232
2/23/2013,3,-3,61,1008,24,0,,360
2/24/2013,3,-4,62,1018,8,0,Rain,325
2/25/2013,4,-6,52,1020,16,0,,6
2/26/2013,3,-4,56,1020,10,0,,356
2/27/2013,3,-2,66,1017,6,0,Rain-Snow,87
2/28/2013,3,-1,71,1012,16,0.76,Rain-Snow,24
3/1/2013,8,-1,55,1013,13,0,,24
3/2/2013,6,-1,64,1017,3,0,,359
3/3/2013,8,2,64,1014,8,0,,120
3/4/2013,9,4,73,1003,10,7.11,Rain,98
3/5/2013,11,9,94,996,8,7.87,Rain,142
3/6/2013,11,9,87,998,8,0.51,Fog-Rain,219
3/7/2013,13,11,90,1002,19,8.89,Rain-Thunderstorm,195
3/8/2013,10,8,90,1008,14,7.87,Rain,209
3/9/2013,11,6,79,1007,13,4.06,Rain,213
3/10/2013,9,5,77,1006,18,0,Rain,227
3/11/2013,9,4,73,1006,26,0,,240
3/12/2013,8,2,66,1004,14,0,,230
3/13/2013,4,-4,51,1006,24,0,,333
3/14/2013,4,-4,50,1016,14,0,,318
3/15/2013,6,-3,53,1017,6,0,,154
3/16/2013,8,2,66,1011,10,0.51,Rain,196
3/17/2013,8,7,92,1001,8,3.05,Rain,257
3/18/2013,8,0,55,1006,19,0,,257
3/19/2013,6,4,87,1004,6,0.51,Rain,321
3/20/2013,9,3,70,1011,6,0,,190
3/21/2013,8,3,71,1016,8,0,,22
3/22/2013,7,6,83,1008,10,0.76,Rain,252
3/23/2013,9,6,82,1004,8,2.03,Rain,174
3/24/2013,10,6,79,1004,10,1.02,Rain,255
3/25/2013,8,6,78,1009,21,0.51,Rain,234
3/26/2013,11,11,89,1006,23,2.03,Rain,237
3/27/2013,12,9,81,1003,16,0.51,Rain,222
3/28/2013,13,8,74,1008,18,0,Rain,241
3/29/2013,12,11,88,1011,26,2.03,Rain,225
3/30/2013,13,5,57,1012,21,0,,270
3/31/2013,11,8,82,1007,13,4.06,Rain,199
4/1/2013,11,6,71,1003,14,6.1,Rain-Thunderstorm,265
4/2/2013,10,4,66,1009,16,0.25,Rain,248
4/3/2013,9,6,84,1005,6,6.1,Rain,217
4/4/2013,10,6,80,1001,11,0.25,Rain,215
4/5/2013,7,2,70,1006,14,0,Rain,29
4/6/2013,6,-2,56,1017,11,0,,348
4/7/2013,6,0,66,1017,6,0,,214
4/8/2013,11,4,60,1012,19,0,Rain,259
4/9/2013,11,6,69,1013,26,0,,238
4/10/2013,13,9,76,1017,19,0,,228
4/11/2013,14,9,73,1015,18,0,,217
4/12/2013,11,5,65,1017,16,0,,227
4/13/2013,12,5,64,1021,5,0,,14
4/14/2013,16,6,53,1021,8,0,,136
4/15/2013,17,8,55,1022,10,0,,193
4/16/2013,17,9,62,1022,6,0,,264
4/17/2013,18,8,55,1021,8,0,,282
4/18/2013,17,7,52,1020,8,0,,263
4/19/2013,14,5,55,1021,11,0,,48
4/20/2013,11,-3,39,1023,13,0,,50
4/21/2013,12,-2,39,1019,8,0,,16
4/22/2013,14,-2,33,1017,11,0,,42
4/23/2013,13,2,49,1021,10,0,,18
4/24/2013,13,3,51,1022,6,0,,5
4/25/2013,13,3,46,1019,11,0,,28
4/26/2013,15,9,66,1015,11,6.1,Rain,18
4/27/2013,10,3,65,1009,14,6.1,Rain,17
4/28/2013,5,-1,63,1009,18,0,Rain,32
4/29/2013,7,4,81,1009,19,1.02,Rain,38
4/30/2013,10,4,72,1011,8,1.02,Rain,32
5/1/2013,11,7,80,1016,5,0,Rain,40
5/2/2013,9,4,70,1018,6,0,,357
5/3/2013,12,4,59,1019,8,0,,9
5/4/2013,13,4,54,1019,6,0,,33
5/5/2013,14,4,48,1020,6,0,,350
5/6/2013,16,5,50,1021,11,0,Rain,279
5/7/2013,19,8,50,1020,11,0,,210
5/8/2013,20,9,49,1017,8,0,,221
5/9/2013,19,11,59,1016,11,0,,252
5/10/2013,19,9,56,1018,8,0,,287
5/11/2013,17,5,46,1019,6,0,,334
5/12/2013,17,2,38,1020,10,0,,9
5/13/2013,18,5,42,1019,8,0,,269
5/14/2013,19,11,67,1011,11,3.05,Rain-Thunderstorm,171
5/15/2013,10,8,79,1003,10,0.51,Rain,108
5/16/2013,9,2,63,1003,10,0,Thunderstorm,269
5/17/2013,9,5,75,1000,16,6.1,Rain,234
5/18/2013,10,4,71,1007,16,3.05,Rain,249
5/19/2013,11,3,62,1016,13,0.76,Rain-Thunderstorm,244
5/20/2013,9,4,74,1018,6,0.51,Rain,1
5/21/2013,11,5,64,1018,10,0,,360
5/22/2013,15,6,53,1018,11,0,,349
5/23/2013,15,4,49,1017,11,0,,21
5/24/2013,16,3,45,1016,6,0,,28
5/25/2013,16,1,38,1017,6,0,,75
5/26/2013,17,6,54,1015,11,0.51,Rain,91
5/27/2013,15,8,65,1010,10,1.02,Rain-Thunderstorm,192
5/28/2013,16,3,43,1010,16,0,,272
5/29/2013,13,1,45,1013,18,5.08,Rain,302
5/30/2013,13,5,64,1017,6,4.06,Rain,3
5/31/2013,13,4,53,1020,13,0,,14
6/1/2013,16,4,45,1021,11,0,,31
6/2/2013,17,5,46,1020,14,0,,40
6/3/2013,18,4,44,1018,11,0,,23
6/4/2013,19,5,39,1014,8,0,,270
6/5/2013,21,6,38,1013,8,0,,30
6/6/2013,21,9,49,1015,13,0,Rain,210
6/7/2013,18,8,54,1016,14,0,Rain,211
6/8/2013,16,6,55,1015,18,0,Rain,226
6/9/2013,17,9,63,1014,16,1.02,Rain,250
6/10/2013,18,11,67,1018,8,0,,194
6/11/2013,21,11,51,1020,6,0,,217
6/12/2013,23,11,44,1021,5,0,,263
6/13/2013,25,11,40,1018,11,0,,233
6/14/2013,25,10,40,1016,11,0,,250
6/15/2013,24,4,26,1016,10,0,,263
6/16/2013,24,4,28,1013,10,0,,250
6/17/2013,21,6,36,1010,16,0,,210
6/18/2013,16,4,45,1011,16,0,,225
6/19/2013,15,6,53,1015,10,0,,12
6/20/2013,19,7,48,1017,6,0,,320
6/21/2013,21,7,39,1018,6,0,Thunderstorm,3
6/22/2013,22,9,47,1022,5,0,,346
6/23/2013,24,7,36,1020,8,0,,359
6/24/2013,21,-1,29,1023,13,0,,36
6/25/2013,23,-1,20,1022,10,0,,16
6/26/2013,24,4,28,1022,13,0,,10
6/27/2013,24,7,32,1021,8,0,,53
6/28/2013,23,2,24,1023,11,0,,23
6/29/2013,24,7,33,1024,13,0,,42
6/30/2013,26,5,28,1021,8,0,,336
7/1/2013,26,6,28,1016,8,0,,68
7/2/2013,27,9,34,1016,10,0,,206
7/3/2013,26,8,30,1018,6,0,,3
7/4/2013,28,11,36,1021,13,0,,32
7/5/2013,29,7,24,1022,11,0,,109
7/6/2013,29,8,27,1022,6,0,,135
7/7/2013,29,7,25,1021,8,0,,139
7/8/2013,28,6,24,1020,8,0,,18
7/9/2013,28,9,30,1017,8,0.51,Rain-Thunderstorm,109
7/10/2013,27,9,34,1014,11,0,,131
7/11/2013,28,9,30,1012,8,0,,352
7/12/2013,29,8,27,1013,10,0,,145
7/13/2013,27,4,22,1015,13,0,,201
7/14/2013,27,7,28,1016,13,0,,284
7/15/2013,27,9,32,1019,10,0,,90
7/16/2013,27,9,32,1019,10,0,,290
7/17/2013,27,10,35,1019,11,0,,350
7/18/2013,27,10,38,1019,11,0,,331
7/19/2013,27,9,33,1016,10,0,,288
7/20/2013,28,9,31,1014,8,0,,151
7/21/2013,27,11,40,1017,10,0,Thunderstorm,38
7/22/2013,24,11,45,1017,6,0,,226
7/23/2013,27,9,31,1015,10,0,,233
7/24/2013,27,6,27,1017,8,0,,265
7/25/2013,27,8,27,1016,10,0,,239
7/26/2013,27,8,30,1013,10,0,,194
7/27/2013,22,8,39,1012,11,0,Rain,206
7/28/2013,22,7,37,1016,16,0,,231
7/29/2013,21,6,40,1023,5,0,,239
7/30/2013,24,3,26,1024,6,0,,36
7/31/2013,28,5,24,1019,10,0,,109
8/1/2013,28,6,24,1015,11,0,,196
8/2/2013,28,9,27,1015,16,0,,199
8/3/2013,26,4,24,1018,11,0,,270
8/4/2013,24,1,21,1019,6,0,,319
8/5/2013,26,3,23,1016,10,0,,257
8/6/2013,25,6,26,1015,11,0,,232
8/7/2013,25,8,34,1012,10,0,Rain,271
8/8/2013,23,7,37,1020,8,0,,41
8/9/2013,24,7,37,1024,10,0,,20
8/10/2013,27,7,27,1021,8,0,,340
8/11/2013,28,5,21,1018,8,0,,308
8/12/2013,29,8,29,1015,8,1.02,Rain,34
8/13/2013,28,10,35,1016,10,0,,25
8/14/2013,28,10,34,1018,8,0,,122
8/15/2013,28,11,34,1018,10,0,,332
8/16/2013,29,9,31,1017,10,0,Thunderstorm,174
8/17/2013,27,9,35,1017,8,0,,25
8/18/2013,28,11,36,1017,6,0,,163
8/19/2013,28,8,28,1019,8,0,,327
8/20/2013,29,11,36,1020,10,0,,24
8/21/2013,29,8,26,1019,6,0,,221
8/22/2013,27,5,24,1015,8,0,,215
8/23/2013,26,2,22,1014,6,0,,6
8/24/2013,26,10,37,1015,6,0,,25
8/25/2013,24,8,38,1014,14,0,,6
8/26/2013,24,10,41,1011,13,0,,24
8/27/2013,24,10,39,1013,10,0,,2
8/28/2013,23,10,46,1015,14,6.1,Rain-Thunderstorm,31
8/29/2013,22,10,51,1019,10,0,Rain-Thunderstorm,55
8/30/2013,22,9,46,1021,6,0,,21
8/31/2013,22,8,43,1022,6,0,,160
9/1/2013,24,7,35,1022,10,0,,35
9/2/2013,24,7,33,1023,6,0,,21
9/3/2013,24,6,31,1022,6,0,,150
9/4/2013,24,6,31,1020,6,0,,124
9/5/2013,23,10,45,1015,10,0,Thunderstorm,141
9/6/2013,23,11,46,1013,8,0,,233
9/7/2013,21,10,50,1015,10,0,Rain-Thunderstorm,298
9/8/2013,21,11,60,1020,6,0,Rain,272
9/9/2013,21,5,42,1023,6,0,,352
9/10/2013,22,7,38,1020,8,0,,12
9/11/2013,19,9,54,1020,14,2.03,Rain-Thunderstorm,19
9/12/2013,19,7,46,1021,10,0,,348
9/13/2013,21,7,42,1022,8,0,,312
9/14/2013,22,7,40,1020,8,0,,272
9/15/2013,22,7,38,1016,6,0,,347
9/16/2013,22,4,32,1015,6,0,,322
9/17/2013,22,6,37,1014,5,0,,9
9/18/2013,21,7,38,1016,8,0,,2
9/19/2013,22,7,38,1017,8,0,,14
9/20/2013,22,8,41,1020,10,0,,12
9/21/2013,24,8,38,1022,8,0,,22
9/22/2013,22,7,37,1023,8,0,,309
9/23/2013,23,9,42,1020,6,0,,260
9/24/2013,23,8,40,1016,6,0,,266
9/25/2013,22,9,42,1014,6,0,,280
9/26/2013,22,9,44,1015,5,0,,346
9/27/2013,23,11,45,1013,11,0,Rain,175
9/28/2013,20,13,68,1009,19,9.91,Rain,199
9/29/2013,19,14,75,1011,21,0,,233
9/30/2013,19,16,81,1011,14,0.51,Rain,202
10/1/2013,22,16,74,1013,16,0.25,Rain,217
10/2/2013,21,15,72,1013,5,0,,152
10/3/2013,21,16,73,1013,8,0,Rain,217
10/4/2013,21,14,74,1017,10,2.03,Rain-Thunderstorm,230
10/5/2013,18,9,63,1023,3,0,,359
10/6/2013,18,8,53,1024,10,0,,18
10/7/2013,18,6,52,1022,10,0,,352
10/8/2013,17,8,59,1022,5,0,,336
10/9/2013,18,8,54,1021,6,0,,344
10/10/2013,18,7,57,1017,5,0,,319
10/11/2013,17,6,52,1014,6,0,,330
10/12/2013,14,4,49,1017,8,0,,314
10/13/2013,13,7,67,1021,6,0,,240
10/14/2013,15,9,69,1021,6,0,,239
10/15/2013,17,11,71,1021,8,0,Rain,201
10/16/2013,18,12,74,1023,5,0,Fog,137
10/17/2013,19,11,66,1020,5,0,,340
10/18/2013,18,8,59,1016,6,0,,319
